empnum,costcenterlv2,effectivedate
3401,Customer Experience,
3402,Customer Experience,
3403,Customer Experience,
3404,Customer Experience,
3405,Customer Experience,
3406,Customer Experience,
3407,Product Management,2022-11-01
3407,Product,
3408,Customer Experience,
3409,Customer Experience,
3410,Customer Experience,
3411,Customer Experience,
3412,Customer Experience,
3413,Customer Experience,
3414,Customer Experience,
3415,Customer Experience,2023-01-01
3415,Customer Experience,2022-11-01
3415,Customer Experience,
3416,Customer Experience,2023-01-01
3416,Customer Experience,2022-11-01
3416,Customer Experience,
3417,,
3418,Customer Experience,2023-01-01
3418,Customer Experience,2022-11-01
3418,Customer Experience,
3419,Customer Experience,2023-01-01
3419,Customer Experience,2022-11-01
3419,Customer Experience,
3420,Customer Experience,2023-01-01
3420,Customer Experience,2022-11-01
3420,Customer Experience,
3421,Customer Experience,
3422,Customer Experience,2023-01-01
3422,Customer Experience,2022-11-01
3422,Customer Experience,
3423,Customer Experience,2023-01-01
3423,Customer Experience,2022-11-01
3423,Customer Experience,
3424,Customer Experience,
3425,Customer Experience,
3426,Customer Experience,
3427,Customer Experience,2023-01-01
3427,Customer Experience,2022-11-01
3427,Customer Experience,
3428,Customer Experience,2023-01-01
3428,Customer Experience,2022-11-01
3428,Customer Experience,
3429,Customer Experience,
3430,Customer Experience,
3431,Customer Experience,2023-01-01
3431,Customer Experience,2022-11-01
3431,Customer Experience,
3432,Customer Experience,
3433,Customer Experience,
3434,Customer Experience,
3435,KYC,
3436,Customer Experience,
3437,Customer Experience,
3438,Customer Experience,
3439,Customer Experience,2023-01-01
3439,Customer Experience,2022-11-01
3439,Customer Experience,
3440,Customer Experience,
3441,Customer Experience,2023-01-01
3441,Customer Experience,2022-11-01
3441,Customer Experience,
3442,,
3443,Customer Experience,
3444,Customer Experience,
3445,Customer Experience,
3446,Customer Experience,
3447,Customer Experience,
3448,Customer Experience,
3449,Customer Experience,
3450,Customer Experience,
3451,Customer Experience,
3452,,
3453,Customer Experience,2023-01-01
3453,Customer Experience,2022-11-01
3453,Customer Experience,
3454,Customer Experience,
3455,Customer Experience,
3456,Customer Experience,
3457,Customer Experience,2023-01-01
3457,Customer Experience,2022-11-01
3457,Customer Experience,
3458,Customer Experience,2023-01-01
3458,Customer Experience,2022-11-01
3458,Customer Experience,
3459,Information Security,
3460,Customer Experience,
3461,Customer Experience,2023-01-01
3461,Customer Experience,2022-11-01
3461,Customer Experience,
3462,Customer Experience,2023-01-01
3462,Customer Experience,2022-11-01
3462,Customer Experience,
3463,Customer Experience,
3464,Customer Experience,
3465,Customer Experience,2023-01-01
3465,Customer Experience,2022-11-01
3465,Customer Experience,
3466,Customer Experience,2023-01-01
3466,Customer Experience,2022-11-01
3466,Customer Experience,
3467,,
3468,Customer Experience,
3469,Customer Experience,
3470,Customer Experience,2023-01-01
3470,Customer Experience,2022-11-01
3470,Customer Experience,
3471,Customer Experience,
3472,Customer Experience,2023-01-01
3472,Customer Experience,2022-11-01
3472,Customer Experience,
3473,Product Management,2022-11-01
3473,Product,
3474,Customer Experience,2023-01-01
3474,Customer Experience,2022-11-01
3474,Customer Experience,
3475,Customer Experience,
3476,Customer Experience,
3477,Customer Experience,
3478,Customer Experience,2023-01-01
3478,Customer Experience,2022-11-01
3478,Customer Experience,
3479,Customer Experience,
3480,Customer Experience,
3481,Customer Experience,
3482,Customer Experience,
3483,Customer Experience,2022-11-01
3483,Customer Experience,
3484,Customer Experience,2023-01-01
3484,Customer Experience,2022-11-01
3484,Customer Experience,
3485,Customer Experience,
3486,Customer Experience,2023-01-01
3486,Customer Experience,2022-11-01
3486,Customer Experience,
3487,Customer Experience,
3488,Customer Experience,2023-01-01
3488,Customer Experience,2022-11-01
3488,Customer Experience,
3489,KYC,2023-01-01
3489,KYC,2022-11-01
3489,KYC,
3490,Customer Experience,2023-01-01
3490,Customer Experience,2022-11-01
3490,Customer Experience,
3491,Customer Experience,
3492,Customer Experience,
3493,KYC,
3494,Customer Experience,
3495,Customer Experience,
3496,KYC,
3497,Customer Experience,
3498,Customer Experience,
3499,KYC,
3500,Customer Experience,2023-01-01
3500,Customer Experience,2022-11-01
3500,Customer Experience,
3501,Customer Experience,
3502,Customer Experience,
3503,KYC,
3504,Customer Experience,2023-01-01
3504,Customer Experience,2022-11-01
3504,Customer Experience,
3505,Customer Experience,2023-01-01
3505,Customer Experience,2022-11-01
3505,Customer Experience,
3506,Customer Experience,2023-01-01
3506,Customer Experience,2022-11-01
3506,Customer Experience,
3507,Customer Experience,
3508,Customer Experience,
3509,Customer Experience,
3510,KYC,
3511,Customer Experience,
3512,Customer Experience,
3513,Customer Experience,2023-01-01
3513,Customer Experience,2022-11-01
3513,Customer Experience,
3514,KYC,
3515,Customer Experience,
3516,Customer Experience,2023-01-01
3516,Customer Experience,2022-11-01
3516,Customer Experience,
3517,Customer Experience,2023-01-01
3517,Customer Experience,2022-11-01
3517,Customer Experience,
3518,KYC,
3519,Customer Experience,
3520,Customer Experience,2023-01-01
3520,Customer Experience,2022-11-01
3520,Customer Experience,
3521,Customer Experience,
3522,Customer Experience,2023-01-01
3522,Customer Experience,2022-11-01
3522,Customer Experience,
3523,Customer Experience,
3524,Customer Experience,
3525,KYC,
3526,Customer Experience,
3527,Customer Experience,
3528,Customer Experience,2023-01-01
3528,Customer Experience,2022-11-01
3528,Customer Experience,
3529,KYC,
3530,Customer Experience,
3531,Customer Experience,
3532,Customer Experience,2023-01-01
3532,Customer Experience,2022-11-01
3532,Customer Experience,
3533,Customer Experience,
3534,Customer Experience,
3535,KYC,
3536,Customer Experience,
3537,Customer Experience,
3538,Customer Experience,2023-01-01
3538,Customer Experience,2022-11-01
3538,Customer Experience,
3539,Customer Experience,2023-01-01
3539,Customer Experience,2022-11-01
3539,Customer Experience,
3540,Customer Experience,
3541,KYC,
3542,Customer Experience,
3543,Customer Experience,2023-01-01
3543,Customer Experience,2022-11-01
3543,Customer Experience,
3544,Tech,
3545,Product Management,2022-12-20
3545,Growth,2022-11-01
3545,Growth,2022-09-01
3545,Global Business Solutions,
3546,Quant Trading Desk Prop,2022-11-01
3546,Quant Trading,
3547,KYC,2023-01-01
3547,KYC,2022-11-01
3547,KYC,
3548,KYC,
3549,KYC,
3550,Customer Experience,
3551,KYC,
3552,Customer Experience,
3553,KYC,
3554,Customer Experience,2023-01-01
3554,Customer Experience,2022-11-01
3554,Customer Experience,
3555,Customer Experience,
3556,KYC,
3557,Customer Experience,
3558,Customer Experience,2023-01-01
3558,Customer Experience,2022-11-01
3558,Customer Experience,
3559,KYC,
3560,Customer Experience,
3561,Customer Experience,
3562,Customer Experience,
3563,Customer Experience,
3564,Customer Experience,
3565,Customer Experience,2023-01-01
3565,Customer Experience,2022-11-01
3565,Customer Experience,
3566,Customer Experience,
3567,Customer Experience,
3568,Customer Experience,
3569,Customer Experience,
3570,Customer Experience,
3571,Customer Experience,2023-01-01
3571,Customer Experience,2022-11-01
3571,Customer Experience,
3572,,
3573,Customer Experience,2023-01-01
3573,Customer Experience,2022-11-01
3573,Customer Experience,
3574,Customer Experience,
3575,Customer Experience,
3576,Customer Experience,
3577,Customer Experience,
3578,,
3579,Customer Experience,2023-01-01
3579,Customer Experience,2022-11-01
3579,Customer Experience,
3580,Customer Experience,2023-01-01
3580,Customer Experience,2022-11-01
3580,Customer Experience,
3581,Customer Experience,
3582,Customer Experience,2023-01-01
3582,Customer Experience,2022-11-01
3582,Customer Experience,
3583,Customer Experience,
3584,Customer Experience,
3585,Customer Experience,
3586,Customer Experience,
3587,Customer Experience,
3588,Customer Experience,
3589,Customer Experience,2023-01-01
3589,Customer Experience,2022-11-01
3589,Customer Experience,
3590,Customer Experience,
3591,Customer Experience,
3592,Customer Experience,
3593,Customer Experience,
3594,Customer Experience,2023-01-01
3594,Customer Experience,2022-11-01
3594,Customer Experience,
3595,Customer Experience,2023-01-01
3595,Customer Experience,2022-11-01
3595,Customer Experience,
3596,Customer Experience,
3597,Customer Experience,2023-01-01
3597,Customer Experience,2022-11-01
3597,Customer Experience,
3598,Customer Experience,
3599,Customer Experience,2023-01-01
3599,Customer Experience,2022-11-01
3599,Customer Experience,
3600,Customer Experience,
3601,Customer Experience,
3602,Customer Experience,
3603,Customer Experience,
3604,Customer Experience,
3605,Customer Experience,2023-01-01
3605,Customer Experience,2022-11-01
3605,Customer Experience,
3606,Customer Experience,
3607,Main App Tech,2023-01-16
3607,Others Tech,2022-11-01
3607,Tech,
3608,Main App Tech,2022-11-01
3608,Tech,
3609,Growth,2022-11-01
3609,Growth,
3610,Blockchain,
3611,Finance and Accounting,2022-11-01
3611,Finance and Accounting,
3612,Product,
3613,Information Security,
3614,CCO_Program Management Compliance,2023-01-14
3614,CCO_Program Management Compliance,2022-11-01
3614,Compliance Operations,
3615,Payments and Reconciliation,2023-01-01
3615,Payments and Reconciliation,2022-11-01
3615,Payments and Reconciliation,
3616,Payments and Reconciliation,
3617,Payments and Reconciliation,2023-01-01
3617,Payments and Reconciliation,2022-11-01
3617,Payments and Reconciliation,
3618,Risk Management,2022-11-01
3618,Risk Management,
3619,Risk Management,2022-11-01
3619,Risk Management,
3620,Payments and Reconciliation,2023-01-01
3620,Payments and Reconciliation,2022-11-01
3620,Payments and Reconciliation,
3621,Human Resources,
3622,Compliance Operations,
3623,Payments and Reconciliation,
3624,Human Resources,
3625,Payments and Reconciliation,
3626,Human Resources,
3627,Communications,
3628,Information Security,
3629,Expansion/GBS,2022-11-01
3629,Global Business Solutions,
3630,Marketing,2022-11-01
3630,Marketing,
3631,Compliance Operations,
3632,Product Management,2022-11-01
3632,Product,
3633,Product Management,2022-11-01
3633,Product,
3634,Others Tech,2022-11-01
3634,Tech,
3635,Information Security,
3636,Human Resources,2022-11-01
3636,Human Resources,
3637,Exchange and Derivatives Tech,2022-11-01
3637,Tech,
3638,Strategy and Research,
3639,IT Infrastructure & Operations,2022-11-01
3639,Information Security,
3640,Others Tech,2022-11-01
3640,Tech,
3641,Crypto.com Capital,2022-11-01
3641,Crypto.com Capital,
3642,Strategy and Research,2022-11-01
3642,New Venture Operations,
3643,Product QA,2022-11-01
3643,Product,
3644,Finance and Accounting,2022-11-01
3644,Finance and Accounting,
3645,Marketing,2022-11-01
3645,Marketing,
3646,,
3647,,
3648,Data Intelligence,
3649,Compliance Operations,
3650,CCO_Infrastructure Compliance,2023-01-14
3650,CCO_Infrastructure Compliance,2022-11-01
3650,Compliance Operations,
3651,CCO_Infrastructure Compliance,2023-01-14
3651,CCO_Infrastructure Compliance,2022-11-01
3651,Compliance Operations,
3652,CCO_Infrastructure Compliance,2023-01-14
3652,CCO_Infrastructure Compliance,2022-11-01
3652,Compliance Operations,
3653,KYC,
3654,Compliance Operations,
3655,Risk Management,
3656,CCO_Program Management Compliance,2023-01-14
3656,CCO_Program Management Compliance,2022-11-01
3656,Compliance Operations,
3657,Compliance Operations,
3658,Risk Management,2023-01-01
3658,Risk Management,2022-11-01
3658,Risk Management,
3659,KYC,
3660,KYC,
3661,KYC,
3662,KYC,
3663,Customer Experience,
3664,Customer Experience,
3665,Customer Experience,2023-01-01
3665,Customer Experience,2022-11-01
3665,Customer Experience,
3666,Human Resources,2022-11-01
3666,Human Resources,
3667,KYC,
3668,KYC,
3669,KYC,
3670,Customer Experience,
3671,Customer Experience,
3672,Customer Experience,2023-01-01
3672,Customer Experience,2022-11-01
3672,Customer Experience,
3673,Customer Experience,
3674,Customer Experience,
3675,Customer Experience,
3676,Regulatory Compliance,
3677,Information Security,
3678,Strategy and Research,2022-11-01
3678,Strategy and Research,
3679,Others Tech,2022-11-01
3679,Tech,
3680,Product QA,2022-11-01
3680,Product,
3681,Customer Experience,
3682,Customer Experience,
3683,Customer Experience,
3684,Customer Experience,
3685,Customer Experience,
3686,Customer Experience,
3687,Customer Experience,
3688,Customer Experience,2023-01-01
3688,Customer Experience,2022-11-01
3688,Customer Experience,
3689,Customer Experience,
3690,Customer Experience,
3691,Customer Experience,
3692,Customer Experience,
3693,Information Security,
3694,Customer Experience,
3695,Customer Experience,
3696,Customer Experience,
3697,Customer Experience,
3698,Customer Experience,2023-01-01
3698,Customer Experience,2022-11-01
3698,Customer Experience,
3699,KYC,
3700,KYC,
3701,Customer Experience,
3702,Customer Experience,2023-01-01
3702,Customer Experience,2022-11-01
3702,Customer Experience,
3703,Customer Experience,2023-01-01
3703,Customer Experience,2022-11-01
3703,Customer Experience,
3704,KYC,
3705,Customer Experience,
3706,Customer Experience,
3707,Customer Experience,
3708,Customer Experience,
3709,Customer Experience,
3710,Customer Experience,2023-01-01
3710,Customer Experience,2022-11-01
3710,Customer Experience,
3711,KYC,
3712,Customer Experience,
3713,Customer Experience,
3714,Customer Experience,2023-01-01
3714,Customer Experience,2022-11-01
3714,Customer Experience,
3715,KYC,
3716,Customer Experience,2023-01-01
3716,Customer Experience,2022-11-01
3716,Customer Experience,
3717,Customer Experience,
3718,Customer Experience,2023-01-01
3718,Customer Experience,2022-11-01
3718,Customer Experience,
3719,Customer Experience,2022-11-01
3719,Customer Experience,
3720,Customer Experience,2023-01-01
3720,Customer Experience,2022-11-01
3720,Customer Experience,
3721,Customer Experience,
3722,Customer Experience,
3723,Customer Experience,
3724,Customer Experience,
3725,KYC,
3726,KYC,
3727,KYC,
3728,Marketing,
3729,KYC,
3730,KYC,
3731,KYC,
3732,Customer Experience,
3733,Customer Experience,
3734,Customer Experience,2023-01-01
3734,Customer Experience,2022-11-01
3734,Customer Experience,
3735,KYC,
3736,KYC,
3737,KYC,
3738,KYC,2023-01-01
3738,KYC,2022-11-01
3738,KYC,
3739,KYC,
3740,Customer Experience,
3741,Quant Trading Desk Dev,2022-11-01
3741,Quant Trading,
3742,Customer Experience,
3743,Customer Experience,
3744,Customer Experience,
3745,Customer Experience,
3746,Customer Experience,
3747,Customer Experience,
3748,Customer Experience,
3749,Customer Experience,
3750,Customer Experience,
3751,Customer Experience,2023-01-01
3751,Customer Experience,2022-11-01
3751,Customer Experience,
3752,Customer Experience,2023-01-01
3752,Customer Experience,2022-11-01
3752,Customer Experience,
3753,Customer Experience,
3754,Customer Experience,
3755,Customer Experience,
3756,Customer Experience,2023-01-01
3756,Customer Experience,2022-11-01
3756,Customer Experience,
3757,Customer Experience,
3758,Customer Experience,
3759,Customer Experience,
3760,Customer Experience,
3761,Customer Experience,
3762,Customer Experience,
3763,Human Resources,
3764,Talent Acquisition,2022-11-01
3764,Human Resources,
3765,Customer Experience,
3766,Blockchain Security,2022-11-01
3766,Information Security,
3767,Human Resources,
3768,Customer Experience,
3769,Customer Experience,
3770,New Venture Operations,
3771,Customer Experience,2023-01-01
3771,Customer Experience,2022-11-01
3771,Customer Experience,
3772,Customer Experience,2023-01-01
3772,Customer Experience,2022-11-01
3772,Customer Experience,
3773,Customer Experience,
3774,Customer Experience,
3775,Customer Experience,2023-01-01
3775,Customer Experience,2022-11-01
3775,Customer Experience,
3776,,
3777,Customer Experience,
3778,Customer Experience,
3779,Customer Experience,2023-01-01
3779,Customer Experience,2022-11-01
3779,Customer Experience,
3780,Customer Experience,
3781,Customer Experience,
3782,Blockchain Security,2022-11-01
3782,Information Security,
3783,Customer Experience,2023-01-01
3783,Customer Experience,2022-11-01
3783,Customer Experience,
3784,Customer Experience,2023-01-01
3784,Customer Experience,2022-11-01
3784,Customer Experience,
3785,Customer Experience,
